"","x"
"117382","2"
"87859","2"
"86398","9"
"90074","2"
"114342","4"
"4133","3"
"74227","10"
"104918","2"
"60476","4"
"32618","2"
"37411","2"
"73537","4"
"65831","2"
"100880","9"
"50787","2"
"35921","2"
"41992","4"
"64003","2"
"3816","2"
"115825","2"
"49949","4"
"92006","2"
"18572","2"
"8633","4"
"1811","4"
"51658","2"
"71244","4"
"117959","2"
"88863","4"
"82405","2"
"113086","2"
"121756","2"
"87003","2"
"124519","11"
"68333","2"
"38056","4"
"68703","2"
"14817","2"
"65397","13"
"67784","2"
"26440","2"
"114452","4"
"80702","4"
"92130","3"
"73945","4"
"38981","4"
"15171","2"
"37081","10"
"99974","2"
"18162","2"
"1617","4"
"115759","2"
"59052","2"
"62156","10"
"15720","2"
"88275","2"
"91419","4"
"123666","2"
"12120","4"
"80963","2"
"113245","4"
"43065","2"
"61324","2"
"35716","9"
"47457","4"
"11220","4"
"28000","4"
"9008","11"
"39926","2"
"105947","2"
"3260","9"
"96993","12"
"58131","4"
"31756","10"
"6141","3"
"52751","2"
"91289","2"
"7879","2"
"116646","9"
"52333","4"
"115677","2"
"55861","2"
"64376","2"
"114310","2"
"125348","2"
"25712","2"
"82899","4"
"124592","2"
"71167","2"
"95951","2"
"62787","4"
"102773","2"
"116494","2"
"21668","2"
"122736","2"
"19052","2"
"52448","2"
"123549","2"
"57839","2"
"35280","4"
"39681","4"
"43996","2"
"87039","10"
"8017","9"
"27678","4"
"101745","4"
"61373","4"
"68504","2"
"43863","4"
"103372","2"
"96964","2"
"75238","10"
"57781","4"
"117779","4"
"62845","3"
"111350","2"
"121075","2"
"62624","2"
"95243","2"
"106864","2"
"27692","2"
"72665","2"
"91820","2"
"87463","4"
"40476","4"
"70030","2"
"47151","4"
"50416","2"
"100586","4"
"7719","4"
"84044","4"
"2556","10"
"74666","4"
"15105","2"
"9497","3"
"72314","2"
"115080","2"
"43692","2"
"92181","2"
"100580","11"
"12345","2"
"30417","2"
"38669","4"
"64220","4"
"88676","2"
"80562","4"
"103401","4"
"15225","2"
"72816","9"
"54109","4"
"77996","10"
"83694","2"
"46400","4"
"21877","4"
"25987","2"
"39725","4"
"65030","4"
"102788","2"
"108225","2"
"63914","2"
"34833","10"
"3266","2"
"70402","4"
"24291","2"
"69104","2"
"65240","2"
"59426","2"
"115153","2"
"11311","2"
"5621","2"
"2607","4"
"73265","2"
"124506","4"
"92998","2"
"61222","2"
"41653","4"
"51713","4"
"94487","6"
"68522","4"
"83459","2"
"40990","4"
"87812","2"
"114749","2"
"99742","11"
"79459","2"
"87134","4"
"110888","4"
"123668","2"
"41978","2"
"21691","4"
"64301","4"
"44942","4"
"7795","11"
"76621","2"
"62151","3"
"4618","2"
"11280","2"
"55622","4"
"103829","2"
"19330","4"
"22672","2"
"116790","4"
"84759","3"
"71159","4"
"66590","2"
"99124","2"
"1636","2"
"100828","4"
"106869","11"
"7646","2"
"45409","2"
"75421","2"
"111395","4"
"113738","4"
"122182","4"
"31298","2"
"108677","9"
"120299","2"
"105415","9"
"52357","4"
"64737","2"
"64950","2"
"30091","2"
"77916","2"
"14153","2"
"113779","4"
"30595","2"
"6553","10"
"59925","5"
"10121","4"
"6433","4"
"65699","2"
"13317","2"
"66740","5"
"86040","2"
"33712","2"
"38105","4"
"89911","4"
"112525","2"
"17603","4"
"54929","2"
"90229","2"
"112109","2"
"49473","2"
"6767","2"
"80872","2"
"55595","4"
"44678","4"
"57995","2"
"50565","2"
"13375","2"
"41945","4"
"58766","4"
"45775","4"
"59833","2"
"20385","4"
"73817","10"
"49291","4"
"84447","2"
"4843","2"
"37169","2"
"59440","4"
"79441","10"
"117811","3"
"54373","2"
"65212","2"
"114053","2"
"52286","2"
"63275","4"
"31950","2"
"19449","2"
"86258","2"
"122104","4"
"80729","4"
"62971","2"
"71475","9"
"25633","4"
"47201","2"
"84395","4"
"87498","9"
"112787","2"
"19475","2"
"98286","9"
"48956","9"
"19010","2"
"54398","2"
"70148","4"
"73003","4"
"104697","4"
"97261","2"
"34919","9"
"36955","4"
"95735","9"
"24914","2"
"74960","2"
"30366","4"
"39350","2"
"123660","12"
"70993","2"
"47892","4"
"102308","2"
"56127","2"
"19197","2"
"37439","4"
"111835","4"
"91821","2"
"108095","13"
"117572","2"
"11673","4"
"44267","2"
"113076","2"
"67235","4"
"76952","2"
"84454","3"
"91508","4"
"67222","2"
"42040","4"
"73757","11"
"39328","4"
"78633","9"
"117339","2"
"18178","2"
"119810","2"
"115245","2"
"104241","2"
"64412","4"
"98776","4"
"17195","4"
"11547","2"
"87255","2"
"34316","4"
"109179","4"
"25884","2"
"109702","2"
"15719","2"
"51243","4"
"116787","2"
"77516","2"
"61540","4"
"28401","4"
"82626","2"
"21886","2"
"108251","10"
"17289","4"
"89707","4"
"113512","2"
"88166","2"
"123367","2"
"55666","4"
"43463","10"
"83606","4"
"79552","2"
"91229","4"
"48246","2"
"41031","4"
"106015","4"
"9983","4"
"38545","9"
"53877","2"
"97279","2"
"83284","2"
"108208","4"
"11091","2"
"38205","4"
"123824","4"
"40217","15"
"34197","2"
"22687","4"
"83353","4"
"95685","4"
"71968","11"
"97570","9"
"32576","4"
"18778","4"
"2941","4"
"113429","2"
"92247","2"
"124206","4"
"95123","2"
"120253","2"
"46350","2"
"76323","2"
"81065","10"
"93508","2"
"43362","2"
"22082","2"
"48028","2"
"62620","2"
"40258","2"
"46262","2"
"120042","2"
"12178","2"
"55115","4"
"67452","12"
"44074","2"
"60931","4"
"55884","4"
"56808","4"
"50506","2"
"33558","2"
"100410","2"
"59536","2"
"13136","10"
"8834","2"
"115260","5"
"14545","2"
"82811","4"
"47528","4"
"111273","4"
"16448","2"
"75255","2"
"47717","2"
"17761","4"
"63210","4"
"107888","2"
"25725","2"
"96214","2"
"106497","4"
"90777","2"
"5737","2"
"9434","2"
"97429","4"
"102265","4"
"60560","2"
"35479","12"
"52013","10"
"32182","2"
"117588","4"
"87057","2"
"13635","4"
"91908","4"
"44896","4"
"76851","4"
"64102","2"
"107878","2"
"57183","9"
"80371","4"
"106669","4"
"98771","2"
"104802","12"
"20125","2"
"34042","2"
"50036","2"
"109509","2"
"21294","2"
"41317","2"
"101380","2"
"18166","4"
"38182","2"
"102105","4"
"77062","4"
"26507","2"
"81367","2"
"68917","2"
"29307","2"
"104462","2"
"42349","4"
"60483","2"
"6735","4"
"47855","2"
"66421","2"
"25620","4"
"45320","4"
"77744","2"
"51963","2"
"90810","2"
"16362","2"
"98712","4"
"38371","10"
"81193","4"
"103241","4"
"82592","3"
"40784","3"
"91274","2"
"81786","2"
"125304","2"
"70698","2"
"41015","2"
"33572","4"
"99692","4"
"107402","2"
"8672","3"
"26246","2"
"73061","2"
"61938","2"
"81041","4"
"64526","4"
"29283","2"
"52544","5"
"27406","11"
"116246","2"
"58855","2"
"51282","4"
"117641","4"
"104096","4"
"77643","2"
"95020","3"
"18238","2"
"574","4"
"89517","2"
"42022","2"
"118960","2"
"55335","2"
"124340","4"
"59160","2"
"101685","4"
"60265","2"
"38340","4"
"30506","4"
"34317","2"
"82696","4"
"44634","2"
"4340","4"
"101337","2"
"124200","2"
"11615","2"
"28576","2"
"22536","2"
"107771","4"
"17754","2"
"57112","10"
"103126","4"
"123440","10"
"20226","10"
"58108","2"
"95739","4"
"25744","2"
"65054","2"
"94113","4"
"111462","2"
"24004","4"
"77891","2"
"73930","2"
"5765","4"
"39876","4"
"12830","2"
"22057","2"
"86882","2"
"29317","2"
"18049","4"
"27008","2"
"28545","2"
"95091","3"
"120713","4"
"100613","2"
"75853","2"
"39546","4"
"79597","2"
"49669","2"
"37640","4"
"122682","2"
"95865","10"
"124489","2"
"70809","2"
"60126","2"
"22178","4"
"12751","2"
"101995","2"
"99743","4"
"95223","2"
"5431","3"
"119510","4"
"98173","2"
"5585","4"
"49350","2"
"115754","4"
"7754","9"
"125863","3"
"113563","2"
"39743","2"
"106158","2"
"122543","4"
"4184","4"
"75216","4"
"55231","2"
"125758","4"
"110836","2"
"7822","4"
"29047","4"
"65468","2"
"31683","2"
"74615","2"
"16150","2"
"64818","11"
"74331","2"
"83186","2"
"63758","4"
"104943","4"
"116229","2"
"104030","4"
"81672","4"
"65640","4"
"110591","2"
"105691","4"
"29911","4"
"90649","9"
"97585","2"
"119535","9"
"69909","2"
"35510","3"
"75808","2"
"96190","2"
"48307","4"
"85908","10"
"6188","2"
"47561","12"
"3802","9"
"84606","4"
"118182","2"
"28083","2"
"4863","2"
"33422","4"
"73499","4"
"64680","4"
"80559","2"
"39633","2"
"116143","2"
"27418","4"
"79902","2"
"100123","2"
"86233","2"
"12931","4"
"37052","2"
"69538","4"
"21880","2"
"105809","4"
"118774","2"
"36735","4"
"94986","2"
"121031","4"
"123903","2"
"89465","2"
"115604","2"
"30436","2"
"98795","2"
"61924","2"
"33079","4"
"73012","4"
"6812","4"
"34212","2"
"94536","2"
"26974","2"
"58192","2"
"15076","2"
"32721","2"
"57181","2"
"35355","2"
"53496","4"
"111100","2"
"15577","2"
"18757","9"
"110734","4"
"36695","4"
"27733","4"
"53597","2"
"72237","2"
"47775","4"
"112044","2"
"78784","2"
"48698","4"
"123652","4"
"33498","2"
"108282","2"
"124112","4"
"58261","2"
"92811","2"
"103791","4"
"50473","10"
"84468","11"
"67720","4"
"25419","2"
"64687","2"
"115193","4"
"4810","4"
"13153","3"
"63147","2"
"105885","2"
"58130","4"
"28675","4"
"52340","4"
"112546","2"
"52564","3"
"111816","2"
"106625","2"
"77957","2"
"103011","3"
"110078","2"
"93470","2"
"123168","4"
"60880","2"
"81557","4"
"59727","10"
"53775","4"
"71699","2"
"12444","2"
"107706","2"
"95238","2"
"73629","2"
"102214","6"
"62531","4"
"2664","4"
"32040","2"
"60215","2"
"27455","2"
"7261","4"
"60473","2"
"89527","4"
"91575","4"
"116160","4"
"85040","4"
"62940","2"
"10347","2"
"99585","5"
"3232","9"
"6809","2"
"99411","4"
"27152","11"
"56437","4"
"90792","2"
"96898","6"
"70562","9"
"111282","4"
"60891","2"
"120770","4"
"24698","2"
"105463","4"
"2864","4"
"11276","2"
"105694","9"
"75611","4"
"85093","2"
"67289","2"
"90931","4"
"27035","10"
"59492","4"
"4562","2"
"106498","2"
"61464","3"
"71243","2"
"71633","4"
"65785","2"
"89156","4"
"63563","2"
"44259","2"
"14936","2"
"1421","5"
"42038","2"
"68128","2"
"37891","2"
"107495","4"
"53487","2"
"78953","3"
"49708","10"
"79558","2"
"65007","9"
"86091","10"
"69032","3"
"25502","2"
"27989","4"
"118102","4"
"99153","4"
"23684","12"
"123779","2"
"105800","2"
"61308","4"
"91197","4"
"75060","4"
"106710","9"
"44605","2"
"73314","4"
"35063","10"
"41577","4"
"30653","2"
"83496","4"
"84183","2"
"25397","4"
"60478","4"
"24325","4"
"109720","4"
"104913","4"
"63003","4"
"78695","4"
"21994","4"
"26702","2"
"65644","4"
"41946","2"
"91356","2"
"29784","4"
"28840","2"
"84416","4"
"64542","2"
"93512","2"
"87943","4"
"36337","3"
"90741","2"
"50499","4"
"88320","4"
"118753","4"
"93321","2"
"63603","4"
"29324","2"
"11165","4"
"34751","2"
"9681","6"
"76500","2"
"45113","2"
"122280","2"
"62254","2"
"43933","2"
"57295","2"
"12117","4"
"120117","4"
"108833","2"
"73219","4"
"111979","4"
"17651","2"
"37801","3"
"116157","2"
"120796","3"
"120204","2"
"102540","4"
"89977","2"
"14875","2"
"26566","2"
"121954","2"
"71195","2"
"92422","2"
"106306","2"
"119392","4"
"40841","4"
"14703","4"
"29115","2"
"79015","2"
"57104","2"
"31230","2"
"28635","4"
"86044","12"
"14520","2"
"43166","4"
"23645","2"
"84925","2"
"6170","2"
"66817","2"
"45059","4"
"116117","4"
"34843","2"
"26809","4"
"69097","4"
"27539","2"
"785","2"
"59527","4"
"8662","2"
"100495","2"
"106349","6"
"3800","4"
"43801","3"
"108793","2"
"81646","2"
"39910","2"
"12964","11"
"73181","4"
"32145","2"
"116528","2"
"86988","2"
"46584","2"
"1455","2"
"113066","4"
"91078","2"
"18186","2"
"631","2"
"63453","3"
"26704","4"
"122816","2"
"9598","2"
"85090","2"
"113456","4"
"83767","2"
"88079","4"
"67438","2"
"41256","4"
"111613","12"
"51927","4"
"97268","4"
"58711","4"
"8227","2"
"55041","2"
"86590","2"
"102099","4"
"89484","4"
"84088","4"
"17384","4"
"55007","2"
"16311","2"
"23117","4"
"64407","9"
"66946","4"
"78423","2"
"89585","4"
"68371","2"
"5397","4"
"64836","2"
"125498","4"
"8669","2"
"98619","2"
"119257","2"
"86382","4"
"57720","2"
"115834","2"
"44532","2"
"108197","2"
"76645","2"
"21277","4"
"72179","2"
"20436","2"
"43728","2"
"73129","2"
"34000","2"
"67751","2"
"100536","2"
"30163","2"
"95861","4"
"9816","4"
"79901","4"
"42169","2"
"57029","2"
"11924","4"
"64568","11"
"24065","2"
"98803","4"
"70017","2"
"66961","4"
"10804","4"
"100272","4"
"109580","10"
"112270","4"
"25933","4"
"46123","3"
"15228","11"
"80093","2"
"114569","2"
"25375","4"
"23598","2"
"12934","2"
"59250","4"
"18803","2"
"9563","2"
"18368","4"
"116763","2"
"69551","9"
"90341","2"
"22858","2"
"62992","4"
"50020","4"
"87435","4"
"109052","4"
"115008","2"
"92675","2"
"90864","9"
"65807","4"
"52655","2"
"13952","2"
"76054","2"
"99360","2"
"112181","2"
"86126","2"
"63217","2"
"27233","12"
"55565","4"
"89638","4"
"1445","3"
"56097","2"
"51836","4"
"34194","2"
"93775","2"
"47885","2"
"47193","2"
"91805","2"
"40773","4"
"68397","2"
"122612","13"
"68240","2"
"25302","9"
"43451","2"
"12197","4"
"123246","2"
"50770","2"
"120781","2"
"77056","4"
"118651","2"
"3481","4"
"12420","2"
"113525","2"
"85529","2"
"53798","2"
"54014","2"
"50217","4"
"123920","2"
"107942","4"
"103600","2"
"31061","6"
"62742","4"
"103781","4"
"9272","2"
"73791","2"
"81197","4"
"44930","4"
"103135","2"
"101841","10"
"92041","2"
"13416","4"
"108499","11"
"45836","2"
"54291","10"
"6946","4"
"99519","4"
"78478","2"
"76962","2"
"5563","4"
"44735","10"
"113911","2"
"97133","2"
"29134","2"
"14621","4"
"38771","2"
"36285","2"
"40538","11"
"46600","10"
"83274","2"
"11993","4"
"47180","4"
"49535","5"
"111880","2"
"123077","4"
"46303","4"
"59573","2"
"121269","2"
"109100","4"
"33475","4"
"3931","2"
"61425","4"
"54125","2"
"9848","2"
"13820","2"
"108480","4"
"12026","2"
"82459","2"
"22976","2"
"40253","4"
"515","2"
"106148","2"
"85567","2"
"61690","2"
"106303","4"
"65108","2"
"123278","2"
"6455","2"
"48512","2"
"26604","9"
"24725","4"
"124800","4"
"13145","2"
"105539","2"
"7080","2"
"95314","2"
"81186","2"
"54178","2"
"118420","2"
"78098","2"
"24777","9"
"101178","10"
"118535","2"
"111809","2"
"38598","4"
"58160","2"
"121412","4"
"111717","2"
"17299","2"
"117525","4"
"19188","9"
"119555","5"
"11884","2"
"99259","2"
"103247","4"
"108782","4"
"50654","4"
"80302","2"
"30756","4"
"67713","2"
"59586","5"
"59118","2"
"109462","4"
"119703","9"
"108582","4"
"28027","2"
"18664","2"
"35219","2"
"25085","2"
"19860","11"
"118341","4"
"105638","9"
"419","4"
"50140","4"
"79068","11"
"28770","2"
"123483","2"
"40368","11"
"51250","2"
"76203","13"
"125828","2"
"105841","2"
"101205","4"
"31119","4"
"26231","13"
"19237","2"
"75710","2"
"63211","4"
"24860","2"
"42150","2"
"88686","4"
"110785","11"
"32504","4"
"34824","2"
"50753","2"
"42251","2"
"92472","2"
"102461","2"
"37833","2"
"36746","2"
"98011","2"
"38171","11"
"78180","2"
"125872","4"
"42691","2"
"50253","2"
"122233","4"
"110799","4"
"52147","2"
"104283","5"
"62405","4"
"39126","2"
"39265","4"
"90558","4"
"119168","2"
"41547","4"
"115308","4"
"88508","2"
"27099","2"
"71430","10"
"43468","2"
"22939","2"
"100622","2"
"41638","4"
"106944","2"
"57769","2"
"5099","2"
"82141","12"
"80303","4"
"105385","2"
"61717","2"
"42035","4"
"119419","9"
"1232","2"
"124212","4"
"65658","2"
"1099","2"
"97890","2"
"28190","2"
"105220","2"
"33444","3"
"28388","4"
"83720","2"
"58120","2"
"113826","9"
"99307","4"
"102179","2"
"14928","10"
"44782","2"
"45512","2"
"99213","2"
"30151","4"
"71798","4"
"103963","2"
"81163","2"
"29781","2"
"84336","2"
"90966","2"
"52228","2"
"3684","2"
"78941","2"
"125557","2"
"103916","4"
"37887","2"
"56734","2"
"16681","4"
"85172","2"
"76344","2"
"9065","2"
"92171","2"
"94839","2"
"89987","4"
"103990","2"
"18725","2"
"57970","2"
"124632","2"
"115462","2"
"44864","2"
"41891","4"
"47501","2"
"45651","4"
"75456","4"
"102529","2"
"14975","4"
"50942","2"
"10351","2"
"54450","4"
"6786","2"
"108933","4"
"88222","2"
"54584","4"
"82590","4"
"104319","4"
"52527","12"
"37721","2"
"98033","4"
"73723","4"
"25373","4"
"105773","4"
"2207","2"
"113413","4"
"118664","2"
"3353","6"
"24027","4"
"84725","2"
"33306","4"
"84715","4"
"97947","4"
"32923","2"
"10356","2"
"81304","2"
"50","4"
"28547","2"
"87176","4"
"121602","2"
"87819","2"
"38161","5"
"88902","2"
"119744","2"
"122220","4"
"63099","2"
"119906","2"
"123074","2"
"57449","9"
"72257","9"
"101341","2"
"73418","4"
"7259","2"
"57000","5"
"83301","2"
"117683","2"
"88338","2"
"39056","4"
"124239","4"
"52299","2"
"35471","2"
"94314","2"
"51252","2"
"100875","2"
"62208","2"
"26706","4"
"34783","4"
"48197","3"
"76184","2"
"86453","2"
"21286","2"
"100505","4"
"12556","11"
"50548","2"
"83965","2"
"41584","4"
"19545","2"
"64500","4"
"39368","4"
"24296","2"
"82494","4"
"113869","3"
"107465","4"
"65160","2"
"83608","12"
"8049","4"
"73996","4"
"66850","4"
"24081","4"
"63261","2"
"39617","4"
"18994","2"
"53101","2"
"36397","2"
"26997","2"
"5834","6"
"20377","2"
"55669","6"
"88565","4"
"47758","2"
"75053","2"
"89387","2"
"119850","11"
"26570","4"
"103862","2"
"101379","4"
"59191","2"
"111518","3"
"9041","2"
"3279","2"
"55249","3"
"42448","4"
"68660","9"
"46648","2"
"6808","2"
"34697","2"
"29132","12"
"27032","2"
"112552","2"
"110831","10"
"61677","4"
"41878","2"
"17463","2"
"112638","2"
"34889","6"
"18830","4"
"123123","2"
"90098","4"
"38794","4"
"92478","2"
"113931","4"
"102526","11"
"98607","4"
"111114","2"
"39115","4"
"63796","4"
"37187","4"
"26217","2"
"7632","2"
"32151","2"
"88328","2"
"5549","2"
"88948","4"
"114990","2"
"33825","2"
"89154","4"
"2381","10"
"85290","2"
"63702","2"
"33272","2"
"72424","4"
"104016","4"
"26136","2"
"111123","13"
"83242","2"
"14765","4"
"76807","2"
"79537","3"
"60752","10"
"83151","6"
"5176","4"
"86085","2"
"41735","2"
"39110","4"
"44280","2"
"91481","2"
"24874","2"
"47617","9"
"16778","2"
"26418","2"
"99950","4"
"31478","4"
"26876","4"
"60754","11"
"91571","12"
"48312","5"
"98342","2"
"60552","4"
"32823","4"
"116016","2"
"101930","4"
"115541","2"
"31484","4"
"90865","2"
"31236","2"
"107882","2"
"36444","4"
"104592","2"
"69491","2"
"69981","2"
"100877","4"
"107700","4"
"98844","10"
"26794","2"
"53637","2"
"62796","2"
"16662","4"
"120747","2"
"68415","4"
"13711","4"
"21775","2"
"2681","2"
"67130","2"
"67743","2"
"73802","2"
"120089","11"
"102485","13"
"9712","4"
"18845","2"
"104613","4"
"72506","4"
"27896","6"
"116560","2"
"29673","2"
"35886","2"
"91072","4"
"24014","2"
"6575","4"
"72839","2"
"97811","2"
"97512","4"
"112300","4"
"82500","3"
"120990","4"
"125082","2"
"44040","2"
"99582","2"
"52613","4"
"29758","2"
"96033","2"
"100633","2"
"82319","4"
"27549","4"
"50722","4"
"104132","4"
"115181","2"
"35613","2"
"81030","2"
"63505","4"
"46730","2"
"86916","4"
"72957","2"
"16889","2"
"100885","4"
"40501","4"
"88155","4"
"112532","4"
"57304","4"
"83278","2"
"29062","4"
"43404","2"
"104519","2"
"3640","2"
"124572","4"
"35315","2"
"76265","9"
"76680","2"
"106576","9"
"2868","4"
"85837","2"
"23324","10"
"37205","2"
"6928","2"
"75513","2"
"21741","11"
"29213","2"
"98095","2"
"65169","4"
"26763","2"
"56056","2"
"124399","2"
"64195","2"
"75455","2"
"6042","4"
"40021","2"
"23798","2"
"16906","2"
"111194","4"
"77502","4"
"100985","2"
"84298","4"
"33744","2"
"43686","2"
"35666","4"
"10708","2"
"93961","2"
"88140","2"
"18296","2"
"18265","13"
"55787","2"
"15048","2"
"55209","12"
"120245","5"
"94348","4"
"20302","2"
"58458","4"
"76098","4"
"112332","2"
"114642","13"
"20135","4"
"58875","4"
"54837","2"
"55770","2"
"44694","4"
"122786","2"
"61175","4"
"29846","2"
"113174","3"
"74455","2"
"81710","4"
"57172","2"
"43688","2"
"81477","2"
"34649","4"
"99340","2"
"50980","12"
"12277","2"
"95611","10"
"93661","2"
"90543","4"
"106075","4"
"72875","11"
"43088","2"
"40504","2"
"35190","2"
"62832","3"
"94016","2"
"80392","2"
"86483","11"
"43830","4"
"124959","12"
"26575","2"
"94542","4"
"70467","2"
"21770","2"
"101491","2"
"43746","4"
"46737","2"
"47418","4"
"33578","4"
"118371","4"
"96068","4"
"106491","9"
"67367","4"
"36560","4"
"11531","3"
"99445","2"
"84096","2"
"51985","11"
"89123","2"
"39471","4"
"113971","4"
"68025","2"
"66480","2"
"75234","4"
"5278","2"
"49337","2"
"105109","2"
"29761","2"
"20706","2"
"55155","2"
"96439","4"
"38579","2"
"41004","2"
"103339","2"
"28476","2"
"16479","2"
"111279","5"
"30835","4"
"7517","2"
"110267","2"
"47053","4"
"12360","2"
"107103","11"
"54789","2"
"115110","10"
"65762","4"
"29810","4"
"33365","2"
"95317","5"
"33561","10"
"51132","2"
"117985","2"
"11117","2"
"116516","4"
"93145","2"
"20531","2"
"109896","9"
"7221","2"
"73574","11"
"55990","4"
"71420","4"
"87211","4"
"48420","2"
"84208","9"
"107003","4"
"108152","4"
"30141","4"
"5905","2"
"55233","12"
"120493","4"
"100367","2"
"94286","2"
"39890","4"
"123510","2"
"92406","4"
"30709","9"
"60486","2"
"68381","2"
"64904","4"
"26782","12"
"12087","2"
"42447","2"
"63714","4"
"38341","3"
"23348","2"
"63291","2"
"40738","4"
"86501","2"
"118439","2"
"76215","4"
"32061","9"
"51234","4"
"19050","3"
"103067","2"
"72414","4"
"53656","4"
"61877","2"
"61549","2"
"40272","2"
"116428","2"
"60801","4"
"74686","2"
"18047","9"
"109054","6"
"10590","2"
"93560","3"
"34722","9"
"28667","2"
"72","4"
"124419","2"
"75663","2"
"5271","2"
"93144","2"
"108962","4"
"111910","4"
"38660","9"
"71868","10"
"19723","2"
"114322","2"
"77393","9"
"26039","4"
"103805","10"
"67886","4"
"37597","2"
"6852","4"
"70150","4"
"15502","2"
"1224","4"
"118591","2"
"101442","6"
"54321","2"
"117664","2"
"86359","2"
"24093","4"
"58760","4"
"100323","4"
"110158","2"
"7967","4"
"26497","2"
"43238","4"
"96727","2"
"41565","2"
"12399","2"
"43198","4"
"68380","4"
"124667","9"
"111474","4"
"82244","2"
"76514","2"
"87905","2"
"115920","2"
"60275","2"
"70901","2"
"46030","4"
"81385","4"
"81798","2"
"14001","2"
"38132","2"
"64696","2"
"42498","2"
"116365","11"
"76366","2"
"16994","3"
"73463","2"
"51231","2"
"8584","2"
"83689","2"
"117669","2"
"22249","2"
"77723","2"
"31297","4"
"112667","4"
"105342","2"
"40402","2"
"97075","2"
"93907","4"
"18558","4"
"85296","4"
"9703","2"
"120495","2"
"13030","2"
"44616","4"
"169","2"
"49980","2"
"111799","4"
"15246","2"
"24927","2"
"66678","4"
"32264","4"
"40896","2"
"34756","2"
"55219","2"
"103797","4"
"49962","2"
"75813","2"
"61306","2"
"29950","2"
"70836","2"
"72256","2"
"101725","4"
"15951","4"
"117846","2"
"79440","2"
"67517","2"
"51295","4"
"50598","4"
"31696","10"
"15663","2"
"63918","2"
"34258","4"
"56941","2"
"45179","2"
"56032","2"
"122028","2"
"38746","2"
"40572","4"
"122935","4"
"83043","2"
"114200","2"
"9085","4"
"50715","4"
"44848","2"
"37160","2"
"27348","2"
"91337","3"
"86322","4"
"117244","4"
"3340","2"
"42451","4"
"61089","2"
"82826","4"
"32957","4"
"10858","4"
"87519","2"
"46901","2"
"105294","12"
"58982","4"
"13516","2"
"26834","2"
"5511","2"
"6658","2"
"39299","4"
"53898","2"
"62087","2"
"104351","2"
"10912","4"
"2268","2"
"65708","2"
"72620","4"
"102406","2"
"89056","4"
"67649","2"
"83892","3"
"58386","2"
"97170","2"
"123020","4"
"79714","4"
"92403","4"
"74035","2"
"23170","2"
"24761","9"
"124143","6"
"64839","2"
"53467","2"
"112141","4"
"89698","4"
"60916","2"
"106501","4"
"46470","4"
"8556","3"
"78414","2"
"10495","2"
"51567","2"
"116505","2"
"101617","4"
"21441","2"
"49081","2"
"82188","4"
"117587","11"
"63745","2"
"110608","4"
"30257","2"
"69561","2"
"73357","2"
"85945","4"
"67410","2"
"37443","3"
"61138","2"
"112238","4"
"121771","2"
"17961","2"
"19862","2"
"61023","4"
"43668","4"
"9030","11"
"64675","2"
"113100","10"
"37618","4"
"121306","13"
"34106","3"
"78470","4"
"91434","2"
"125656","2"
"106272","4"
"61821","2"
"105723","4"
"24549","2"
"62860","9"
"86521","9"
"76384","4"
"117163","4"
"51495","2"
"121619","2"
"45862","2"
"82979","4"
"40884","2"
"110889","2"
"105309","2"
"32257","2"
"72783","2"
"102421","4"
"71422","2"
"98614","12"
"3383","4"
"84596","2"
"56149","7"
"113956","2"
"27854","2"
"35408","2"
"35289","2"
"32084","3"
"49853","2"
"39034","4"
"13510","2"
"23571","2"
"105933","4"
"46694","4"
"50432","12"
"106495","2"
"71858","4"
"63064","2"
"110142","2"
"67997","2"
"56051","4"
"114921","2"
"84099","2"
"56794","4"
"99147","2"
"47487","4"
"5094","2"
"109446","2"
"96541","4"
"38195","2"
"16494","2"
"26201","2"
"16377","4"
"94782","2"
"118882","4"
"58480","4"
"102473","4"
"12158","4"
"6750","4"
"103138","4"
"7088","4"
"70250","2"
"18137","4"
"3258","2"
"122100","4"
"89093","9"
"27168","2"
"3346","2"
"68673","4"
"112838","4"
"77662","2"
"81078","4"
"5340","4"
"24778","2"
"75726","2"
"110855","4"
"85849","2"
"4297","4"
"48834","4"
"99281","2"
"87459","4"
"99935","2"
"33132","2"
"62558","2"
"78656","2"
"20810","2"
"124951","2"
"42407","2"
"122365","4"
"15187","4"
"51620","4"
"115466","2"
"88946","2"
"79805","2"
"113968","4"
"123474","2"
"83971","4"
"12674","2"
"13019","2"
"41939","13"
"110536","2"
"19396","4"
"22776","2"
"14571","2"
"43229","2"
"37450","4"
"60282","13"
"64536","2"
"123369","2"
"90003","2"
"77964","2"
"82137","2"
"89038","2"
"54006","2"
"5689","2"
"90423","4"
"32472","11"
"17590","4"
"32952","2"
"57675","2"
"57939","9"
"32909","4"
"91885","2"
"39393","2"
"18293","4"
"64286","4"
"53130","2"
"46209","2"
"73911","4"
"83706","13"
"48131","4"
"3905","2"
"923","2"
"26925","2"
"26742","2"
"117343","4"
"53468","2"
"73521","2"
"58168","4"
"124821","12"
"122933","10"
"37604","2"
"21776","2"
"26626","9"
"70893","4"
"36239","4"
"121935","13"
"81773","10"
"35334","2"
"15683","4"
"71029","2"
"80553","2"
"17601","4"
"102827","2"
"100189","2"
"88985","4"
"101011","2"
"91414","2"
"66310","2"
"88401","2"
"106249","2"
"30270","2"
"29959","2"
